Time,Team,Half,Outcome,Pass Height,Action Type,X,Y,X2,Y2,match_id,Group,Team_name,Opponent,Condition,Format,start_xT,end_xT,xT_added,start_zone,end_zone,score_diff,score_state,success,positive_xt,Transition
18:47.9,Team1,2,Successful,Low,Pass,-44.43,-30.93,-24.26,-33.1,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.0063830300000000005,0.00977659,0.0033935599999999995,Defensive,Defensive,-1,Trailing,1,1,Defensive->Defensive
19:28.8,Team1,2,Successful,Low,Pass,-24.09,-32.76,-33.01,-29.35,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00977659,0.008448540000000001,-0.001328049999999999,Defensive,Defensive,-1,Trailing,1,0,Defensive->Defensive
19:58.5,Team1,2,Successful,High,Pass,-32.09,-29.35,-21.43,-27.76,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.008448540000000001,0.00977659,0.001328049999999999,Defensive,Defensive,-1,Trailing,1,1,Defensive->Defensive
20:37.3,Opponent,2,Successful,Low,Shot,-33.34,-3.18,-50.34,-1.35,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.010165490000000001,0.00941056,-0.0007549300000000009,Defensive,Defensive,-1,Trailing,1,0,Defensive->Defensive
20:40.6,Team1,2,Successful,Low,Pass,-32.09,-17.76,-6.93,-29.01,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00942382,0.01248344,0.0030596200000000007,Defensive,Middle,-2,Trailing,1,1,Defensive->Middle
20:42.8,Team1,2,Successful,Low,Pass,-42.18,28.32,-17.43,9.32,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00779616,0.01269174,0.00489558,Defensive,Middle,-2,Trailing,1,1,Defensive->Middle
20:46.2,Team1,2,Unsuccessful,Low,Shot,32.99,11.83,51.57,1.91,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,,,,Attacking,Attacking,-2,Trailing,0,0,Attacking->Attacking
21:27.4,Team1,2,Successful,High,Pass,9.41,-26.63,38.24,-28.71,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.0174506,0.03485072,0.01740012,Middle,Attacking,-2,Trailing,1,1,Middle->Attacking
21:28.7,Team1,2,Successful,Low,Pass,7.32,-4.94,7.57,-24.44,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.01689528,0.01611813,-0.0007771499999999973,Middle,Middle,-2,Trailing,1,0,Middle->Middle
21:31.8,Team1,2,Successful,Low,Pass,7.57,-24.44,24.91,-31.44,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.01611813,0.02122129,0.005103159999999999,Middle,Attacking,-2,Trailing,1,1,Middle->Attacking
31:26.2,Team1,2,Unsuccessful,Low,Pass,1.49,-33.02,-13.34,-16.77,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,,,,Middle,Middle,-2,Trailing,0,0,Middle->Middle
32:09.7,Team1,2,Successful,Low,Pass,-13.59,-16.61,-5.26,7.98,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.01269174,0.01484598,0.00215424,Middle,Middle,-2,Trailing,1,1,Middle->Middle
